puntuacion,puesto,golesAF,golesEC,partidosGanados,partidosPerdidos,equipo,temporada,división
71,1,58,37,19,9,Rac. Santander,2002,2ª
66,2,43,42,19,14,Xerez,2002,2ª
65,3,52,39,17,11,Elche,2002,2ª
64,4,57,47,17,12,Sporting Gijón,2002,2ª
58,5,41,27,14,12,Éibar,2002,2ª
58,6,41,40,13,10,Oviedo,2002,2ª
56,7,58,60,16,18,Ferrol,2002,2ª
56,8,43,42,15,16,Albacete,2002,2ª
54,9,52,53,13,14,Salamanca,2002,2ª
53,10,40,46,13,15,Leganés,2002,2ª
53,11,46,51,14,17,Córdoba,2002,2ª
53,12,43,52,15,19,Badajoz,2002,2ª
52,13,37,38,12,14,Murcia,2002,2ª
52,14,31,37,12,14,Burgos,2002,2ª
51,15,45,53,13,17,Numancia,2002,2ª
50,16,41,54,12,16,Levante,2002,2ª
50,17,41,48,12,16,Ejido,2002,2ª
49,18,45,49,12,17,Gimn. Tarragona,2002,2ª
43,19,37,50,10,19,Extremadura,2002,2ª
78,0,86,42,22,4,Real Madrid,2003,1ª
76,1,71,45,22,6,Real Sociedad,2003,1ª
72,2,67,47,22,10,Dptivo. Coruña,2003,1ª
61,3,45,36,17,11,Celta,2003,1ª
60,4,56,35,17,12,Valencia,2003,1ª
56,5,63,47,15,12,Barcelona,2003,1ª
55,6,63,61,15,13,Ath. Bilbao,2003,1ª
54,7,56,53,14,12,Betis,2003,1ª
52,8,49,56,14,14,Mallorca,2003,1ª
50,9,38,39,13,14,Sevilla,2003,1ª
47,10,40,48,12,15,Osasuna,2003,1ª
47,11,51,56,12,15,At. Madrid,2003,1ª
46,12,44,49,11,14,Málaga,2003,1ª
46,13,37,40,12,16,Valladolid,2003,1ª
45,14,44,53,11,15,Villarreal,2003,1ª
44,15,54,64,13,20,Rac. Santander,2003,1ª
43,16,48,54,10,15,Espanyol,2003,1ª
36,17,35,61,8,18,Rec. Huelva,2003,1ª
32,18,31,62,7,20,Rayo Vallecano,2003,1ª
72,0,54,40,20,10,Zaragoza,2003,2ª
71,1,51,30,17,5,Albacete,2003,2ª
65,2,59,44,16,9,Levante,2003,2ª
64,3,55,53,17,12,Xerez,2003,2ª
64,4,53,43,16,10,Las Palmas,2003,2ª
60,5,44,32,14,10,Salamanca,2003,2ª
57,6,53,39,13,11,Tenerife,2003,2ª
55,7,54,56,14,15,Compostela,2003,2ª
53,8,52,55,13,15,Getafe,2003,2ª
53,9,44,41,11,11,Sporting Gijón,2003,2ª
52,10,36,45,12,14,Ejido,2003,2ª
52,11,41,46,11,12,Terrassa,2003,2ª
52,12,48,52,12,14,Numancia,2003,2ª
50,13,49,52,12,16,Elche,2003,2ª
50,14,33,38,11,14,Éibar,2003,2ª
50,15,54,63,12,16,Almería,2003,2ª
50,16,36,38,12,16,Córdoba,2003,2ª
48,17,44,51,11,16,Leganés,2003,2ª
46,18,40,60,11,18,Ferrol,2003,2ª
40,19,37,59,9,20,Oviedo,2003,2ª
77,0,71,27,23,7,Valencia,2004,1ª
72,1,63,39,21,8,Barcelona,2004,1ª
71,2,60,34,21,9,Dptivo. Coruña,2004,1ª
70,3,72,54,21,10,Real Madrid,2004,1ª
56,4,53,49,15,12,Ath. Bilbao,2004,1ª
55,5,56,45,15,13,Sevilla,2004,1ª
55,6,51,53,15,13,At. Madrid,2004,1ª
54,7,47,49,15,14,Villarreal,2004,1ª
51,8,54,66,15,17,Mallorca,2004,1ª
51,9,50,55,15,17,Málaga,2004,1ª
48,10,46,55,13,16,Zaragoza,2004,1ª
48,11,38,37,11,12,Osasuna,2004,1ª
47,12,40,48,13,17,Albacete,2004,1ª
46,13,49,53,11,14,Real Sociedad,2004,1ª
43,14,48,63,11,17,Rac. Santander,2004,1ª
43,15,48,64,13,21,Espanyol,2004,1ª
41,16,46,56,10,17,Valladolid,2004,1ª
39,17,48,68,9,17,Celta,2004,1ª
26,18,29,57,5,22,Murcia,2004,1ª
79,0,59,33,22,7,Levante,2004,2ª
76,1,55,38,20,6,Getafe,2004,2ª
76,2,60,30,22,10,Numancia,2004,2ª
74,3,48,32,20,8,Alavés,2004,2ª
70,4,58,40,20,12,Sporting Gijón,2004,2ª
62,5,45,34,14,8,Rec. Huelva,2004,2ª
61,6,52,47,17,15,Cádiz,2004,2ª
54,7,40,40,11,10,Tenerife,2004,2ª
54,8,47,49,12,12,Xerez,2004,2ª
52,9,44,39,12,14,Éibar,2004,2ª
51,10,47,44,10,11,Salamanca,2004,2ª
50,11,45,50,12,16,Terrassa,2004,2ª
50,12,50,63,13,18,Elche,2004,2ª
50,13,45,49,11,14,Almería,2004,2ª
49,14,37,42,11,15,Córdoba,2004,2ª
49,15,46,56,11,15,Málaga B,2004,2ª
49,16,29,40,12,17,Ejido,2004,2ª
49,17,51,63,11,15,Granada 74,2004,2ª
46,18,36,47,9,14,Leganés,2004,2ª
44,19,46,68,10,18,Las Palmas,2004,2ª
84,0,73,29,25,4,Barcelona,2005,1ª
80,1,71,32,25,8,Real Madrid,2005,1ª
65,2,69,37,18,9,Villarreal,2005,1ª
61,3,54,46,17,11,Espanyol,2005,1ª
60,4,44,41,17,12,Sevilla,2005,1ª
58,5,54,39,14,8,Valencia,2005,1ª
51,6,59,54,14,15,Ath. Bilbao,2005,1ª
51,7,40,48,15,17,Málaga,2005,1ª
51,8,46,50,12,11,Dptivo. Coruña,2005,1ª
50,9,40,34,13,14,At. Madrid,2005,1ª
50,10,52,57,14,16,Zaragoza,2005,1ª
47,11,47,56,13,17,Real Sociedad,2005,1ª
47,12,38,46,12,15,Getafe,2005,1ª
46,13,46,65,12,16,Osasuna,2005,1ª
44,14,41,58,12,18,Rac. Santander,2005,1ª
39,15,42,63,10,19,Mallorca,2005,1ª
37,16,39,58,9,19,Levante,2005,1ª
29,17,30,61,6,21,Numancia,2005,1ª
28,18,33,56,6,22,Albacete,2005,1ª
76,0,55,38,22,10,Celta,2005,2ª
76,1,68,30,21,8,Cádiz,2005,2ª
76,2,62,47,23,12,Alavés,2005,2ª
73,3,53,39,20,9,Éibar,2005,2ª
71,4,48,32,19,9,Rec. Huelva,2005,2ª
60,5,49,45,16,14,Gimn. Tarragona,2005,2ª
59,6,39,36,14,11,Xerez,2005,2ª
57,7,42,45,13,11,Tenerife,2005,2ª
57,8,51,52,16,17,Elche,2005,2ª
57,9,41,39,15,15,Sporting Gijón,2005,2ª
54,10,40,52,15,18,Murcia,2005,2ª
52,11,41,45,12,14,Ejido,2005,2ª
51,12,36,44,13,17,Almería,2005,2ª
50,13,46,54,13,18,Lleida,2005,2ª
49,14,55,54,12,17,Ferrol,2005,2ª
48,15,33,51,12,18,Málaga B,2005,2ª
47,16,49,57,10,15,Granada 74,2005,2ª
46,17,43,52,12,20,Córdoba,2005,2ª
44,18,45,63,12,22,Terrassa,2005,2ª
44,19,50,63,12,22,Salamanca,2005,2ª
82,0,80,35,25,6,Barcelona,2006,1ª
70,1,70,40,20,8,Real Madrid,2006,1ª
69,2,58,33,19,7,Valencia,2006,1ª
68,3,54,39,20,10,Sevilla,2006,1ª
68,4,49,43,21,12,Osasuna,2006,1ª
64,5,45,33,20,14,Celta,2006,1ª
57,6,50,39,14,9,Villarreal,2006,1ª
55,7,47,45,15,13,Dptivo. Coruña,2006,1ª
54,8,54,49,15,14,Getafe,2006,1ª
52,9,45,37,13,12,At. Madrid,2006,1ª
46,10,46,51,10,12,Zaragoza,2006,1ª
45,11,40,46,11,15,Ath. Bilbao,2006,1ª
43,12,37,51,10,15,Mallorca,2006,1ª
41,13,36,56,10,17,Espanyol,2006,1ª
40,14,36,49,9,16,Rac. Santander,2006,1ª
40,15,48,65,11,20,Real Sociedad,2006,1ª
39,16,35,54,9,17,Alavés,2006,1ª
36,17,36,52,8,18,Cádiz,2006,1ª
24,18,36,68,5,24,Málaga,2006,1ª
78,0,67,32,22,8,Rec. Huelva,2006,2ª
76,1,48,38,23,12,Gimn. Tarragona,2006,2ª
74,2,53,39,20,8,Levante,2006,2ª
72,3,53,42,20,10,Granada 74,2006,2ª
69,4,56,39,19,11,Lorca,2006,2ª
67,5,60,46,18,11,Xerez,2006,2ª
63,6,50,55,18,15,Numancia,2006,2ª
56,7,41,34,13,12,Sporting Gijón,2006,2ª
55,8,55,50,16,19,Real Madrid B,2006,2ª
55,9,54,54,14,15,Valladolid,2006,2ª
54,10,46,50,14,16,Castellón,2006,2ª
54,11,44,57,14,16,Albacete,2006,2ª
53,12,43,50,15,19,Ejido,2006,2ª
53,13,47,54,13,15,Elche,2006,2ª
52,14,39,49,13,16,Hércules,2006,2ª
52,15,41,40,13,16,Murcia,2006,2ª
51,16,53,60,13,17,Tenerife,2006,2ª
46,17,43,53,12,20,Lleida,2006,2ª
37,18,44,63,7,19,Ferrol,2006,2ª
36,19,42,68,8,22,Málaga B,2006,2ª
76,0,66,40,23,8,Real Madrid,2007,1ª
71,1,64,35,21,9,Sevilla,2007,1ª
66,2,57,42,20,12,Valencia,2007,1ª
62,3,48,44,18,12,Villarreal,2007,1ª
60,4,55,43,16,10,Zaragoza,2007,1ª
60,5,46,39,17,12,At. Madrid,2007,1ª
54,6,54,52,15,14,Rec. Huelva,2007,1ª
52,7,39,33,14,14,Getafe,2007,1ª
50,8,42,48,12,12,Rac. Santander,2007,1ª
49,9,41,47,14,17,Mallorca,2007,1ª
49,10,46,53,12,13,Espanyol,2007,1ª
47,11,32,45,12,15,Dptivo. Coruña,2007,1ª
46,12,51,49,13,18,Osasuna,2007,1ª
42,13,37,53,10,16,Levante,2007,1ª
40,14,44,62,10,18,Ath. Bilbao,2007,1ª
40,15,36,49,8,14,Betis,2007,1ª
39,16,40,59,10,19,Celta,2007,1ª
35,17,32,47,8,19,Real Sociedad,2007,1ª
28,18,34,69,7,24,Gimn. Tarragona,2007,1ª
88,0,70,35,26,6,Valladolid,2007,2ª
80,1,73,49,24,10,Almería,2007,2ª
63,2,52,44,18,15,Granada 74,2007,2ª
61,3,53,45,15,11,Cádiz,2007,2ª
60,4,49,48,16,14,Albacete,2007,2ª
60,5,48,51,18,18,Tenerife,2007,2ª
58,6,48,44,15,14,Numancia,2007,2ª
58,7,47,42,16,16,Xerez,2007,2ª
58,8,47,46,16,16,Elche,2007,2ª
58,9,52,50,16,16,Ejido,2007,2ª
57,10,53,50,15,15,Salamanca,2007,2ª
56,11,53,53,16,18,Sporting Gijón,2007,2ª
56,12,48,41,15,16,Castellón,2007,2ª
55,13,49,50,14,15,Málaga,2007,2ª
54,14,48,52,14,16,Hércules,2007,2ª
52,15,51,60,13,16,Alavés,2007,2ª
51,16,51,59,13,17,Las Palmas,2007,2ª
49,17,55,67,13,19,Real Madrid B,2007,2ª
46,18,45,61,11,18,Ponferradina,2007,2ª
37,19,37,60,9,23,Lorca,2007,2ª
85,0,84,36,27,7,Real Madrid,2008,1ª
77,1,63,40,24,9,Villarreal,2008,1ª
67,2,76,43,19,9,Barcelona,2008,1ª
64,3,75,49,20,14,Sevilla,2008,1ª
60,4,42,41,17,12,Rac. Santander,2008,1ª
59,5,69,54,15,9,Mallorca,2008,1ª
52,6,46,47,15,16,Dptivo. Coruña,2008,1ª
52,7,42,45,14,14,Almería,2008,1ª
51,8,48,62,15,17,Valencia,2008,1ª
50,9,40,43,13,14,Ath. Bilbao,2008,1ª
48,10,43,53,13,16,Espanyol,2008,1ª
47,11,44,48,12,15,Getafe,2008,1ª
47,12,45,51,12,15,Betis,2008,1ª
45,13,42,57,11,15,Valladolid,2008,1ª
44,14,40,60,11,16,Rec. Huelva,2008,1ª
43,15,37,44,12,19,Osasuna,2008,1ª
42,16,50,61,10,16,Zaragoza,2008,1ª
30,17,36,65,7,22,Murcia,2008,1ª
26,18,33,75,7,26,Levante,2008,1ª
77,0,59,38,22,9,Numancia,2008,2ª
72,1,61,40,20,10,Sporting Gijón,2008,2ª
72,2,58,42,20,10,Málaga,2008,2ª
68,3,55,39,18,10,Real Sociedad,2008,2ª
61,4,42,37,16,13,Castellón,2008,2ª
58,5,66,55,14,12,Hércules,2008,2ª
57,6,52,44,13,11,Salamanca,2008,2ª
56,7,43,48,14,14,Sevilla B,2008,2ª
54,8,44,50,14,16,Elche,2008,2ª
53,9,51,57,12,13,Tenerife,2008,2ª
52,10,42,51,14,18,Éibar,2008,2ª
52,11,56,55,13,16,Celta,2008,2ª
52,12,37,40,13,16,Albacete,2008,2ª
52,13,47,56,12,14,Xerez,2008,2ª
52,14,49,51,12,14,Gimn. Tarragona,2008,2ª
51,15,41,47,12,15,Alavés,2008,2ª
50,16,46,51,12,16,Ferrol,2008,2ª
50,17,50,56,11,14,Córdoba,2008,2ª
49,18,40,47,12,17,Cádiz,2008,2ª
45,19,45,59,10,17,Granada 74,2008,2ª
87,0,105,35,27,5,Barcelona,2009,1ª
78,1,83,52,25,10,Real Madrid,2009,1ª
70,2,54,39,21,10,Sevilla,2009,1ª
67,3,80,57,20,11,At. Madrid,2009,1ª
65,4,61,54,18,9,Villarreal,2009,1ª
62,5,68,54,18,12,Valencia,2009,1ª
58,6,48,47,16,12,Dptivo. Coruña,2009,1ª
51,7,53,60,14,15,Mallorca,2009,1ª
47,8,46,49,12,15,Espanyol,2009,1ª
46,9,45,61,13,18,Almería,2009,1ª
46,10,49,48,12,16,Rac. Santander,2009,1ª
44,11,47,62,12,18,Ath. Bilbao,2009,1ª
43,12,47,79,14,23,Sporting Gijón,2009,1ª
43,13,41,47,10,15,Osasuna,2009,1ª
43,14,46,58,12,19,Valladolid,2009,1ª
42,15,50,56,10,16,Getafe,2009,1ª
42,16,51,58,10,16,Betis,2009,1ª
35,17,38,69,10,23,Numancia,2009,1ª
33,18,34,57,8,21,Rec. Huelva,2009,1ª
82,0,73,42,24,8,Xerez,2009,2ª
81,1,79,47,24,9,Tenerife,2009,2ª
81,2,79,42,23,7,Zaragoza,2009,2ª
78,3,82,43,21,6,Hércules,2009,2ª
70,4,55,39,18,8,Rayo Vallecano,2009,2ª
67,5,48,38,17,9,Real Sociedad,2009,2ª
65,6,55,42,17,11,Castellón,2009,2ª
64,7,59,59,18,14,Levante,2009,2ª
60,8,59,50,16,14,Salamanca,2009,2ª
57,9,60,50,14,13,Gimn. Tarragona,2009,2ª
53,10,47,46,13,15,Huesca,2009,2ª
53,11,47,54,14,17,Córdoba,2009,2ª
53,12,52,50,13,15,Elche,2009,2ª
52,13,48,58,14,18,Murcia,2009,2ª
51,14,42,54,13,17,Albacete,2009,2ª
49,15,43,54,11,15,Girona,2009,2ª
48,16,46,56,10,14,Celta,2009,2ª
47,17,46,51,10,15,Las Palmas,2009,2ª
43,18,42,64,11,21,Alavés,2009,2ª
35,19,31,63,8,23,Éibar,2009,2ª
99,0,98,24,31,1,Barcelona,2010,1ª
96,1,102,35,31,4,Real Madrid,2010,1ª
71,2,59,40,21,9,Valencia,2010,1ª
63,3,65,49,19,13,Sevilla,2010,1ª
62,4,59,44,18,12,Mallorca,2010,1ª
58,5,58,48,17,14,Getafe,2010,1ª
56,6,58,57,16,14,Villarreal,2010,1ª
54,7,50,53,15,14,Ath. Bilbao,2010,1ª
47,8,35,49,13,17,Dptivo. Coruña,2010,1ª
44,9,29,46,11,16,Espanyol,2010,1ª
43,10,37,46,11,17,Osasuna,2010,1ª
42,11,43,55,10,16,Almería,2010,1ª
41,12,46,64,10,17,Zaragoza,2010,1ª
40,13,36,51,9,16,Sporting Gijón,2010,1ª
39,14,42,59,9,17,Rac. Santander,2010,1ª
37,15,42,48,7,15,Málaga,2010,1ª
36,16,37,62,7,16,Valladolid,2010,1ª
36,17,40,74,9,20,Tenerife,2010,1ª
34,18,38,66,8,20,Xerez,2010,1ª
74,0,53,37,20,8,Real Sociedad,2010,2ª
71,1,61,34,19,9,Hércules,2010,2ª
71,2,61,38,19,9,Betis,2010,2ª
71,3,63,45,19,9,Levante,2010,2ª
65,4,58,49,18,13,Cartagena,2010,2ª
63,5,67,57,18,15,Elche,2010,2ª
61,6,60,56,16,13,Villarreal B,2010,2ª
57,7,40,42,14,13,Rec. Huelva,2010,2ª
55,8,40,46,14,15,Córdoba,2010,2ª
53,9,67,58,13,15,Rayo Vallecano,2010,2ª
52,10,60,62,12,14,Albacete,2010,2ª
52,11,45,59,13,16,Girona,2010,2ª
52,12,36,40,12,14,Huesca,2010,2ª
52,13,44,54,13,16,Salamanca,2010,2ª
52,14,38,44,13,16,Celta,2010,2ª
51,15,49,49,12,15,Las Palmas,2010,2ª
51,16,42,55,14,19,Gimn. Tarragona,2010,2ª
50,17,49,51,11,14,Murcia,2010,2ª
50,18,49,64,12,16,Cádiz,2010,2ª
46,19,40,59,12,20,Real Unión,2010,2ª
96,0,95,21,30,2,Barcelona,2011,1ª
71,1,64,44,21,9,Valencia,2011,1ª
62,2,54,44,18,12,Villarreal,2011,1ª
58,3,62,61,17,14,Sevilla,2011,1ª
58,4,59,55,18,16,Ath. Bilbao,2011,1ª
58,5,62,53,17,14,At. Madrid,2011,1ª
49,6,46,55,15,19,Espanyol,2011,1ª
47,7,45,46,13,17,Osasuna,2011,1ª
47,8,35,42,11,13,Sporting Gijón,2011,1ª
46,9,54,68,13,18,Málaga,2011,1ª
46,10,41,56,12,16,Rac. Santander,2011,1ª
45,11,49,66,14,21,Real Sociedad,2011,1ª
45,12,40,53,12,17,Zaragoza,2011,1ª
45,13,41,52,12,17,Levante,2011,1ª
44,14,49,60,12,18,Getafe,2011,1ª
44,15,41,56,12,18,Mallorca,2011,1ª
43,16,31,47,10,15,Dptivo. Coruña,2011,1ª
35,17,36,60,9,21,Hércules,2011,1ª
30,18,36,70,6,20,Almería,2011,1ª
83,0,85,44,25,9,Betis,2011,2ª
79,1,73,48,23,9,Rayo Vallecano,2011,2ª
74,2,59,45,19,10,Elche,2011,2ª
73,3,73,49,19,11,Granada,2011,2ª
71,4,85,62,20,11,Barcelona B,2011,2ª
70,5,63,44,18,10,Celta,2011,2ª
69,6,67,54,20,15,Valladolid,2011,2ª
60,7,60,64,17,16,Xerez,2011,2ª
57,8,65,63,17,19,Numancia,2011,2ª
57,9,58,56,15,15,Girona,2011,2ª
56,10,44,37,12,10,Rec. Huelva,2011,2ª
56,11,48,63,16,18,Cartagena,2011,2ª
55,12,39,45,13,13,Huesca,2011,2ª
54,13,56,71,13,14,Las Palmas,2011,2ª
52,14,58,63,13,16,Córdoba,2011,2ª
51,15,43,63,15,21,Villarreal B,2011,2ª
49,16,37,45,12,17,Gimn. Tarragona,2011,2ª
46,17,46,68,13,22,Salamanca,2011,2ª
38,18,42,66,9,22,Tenerife,2011,2ª
34,19,36,63,5,18,Ponferradina,2011,2ª
100,0,121,32,32,2,Real Madrid,2012,1ª
91,1,114,29,28,3,Barcelona,2012,1ª
61,2,59,44,17,11,Valencia,2012,1ª
58,3,54,53,17,14,Málaga,2012,1ª
56,4,53,46,15,12,At. Madrid,2012,1ª
55,5,54,50,16,15,Levante,2012,1ª
54,6,44,61,13,10,Osasuna,2012,1ª
52,7,42,46,14,14,Mallorca,2012,1ª
50,8,48,47,13,14,Sevilla,2012,1ª
49,9,49,52,12,13,Ath. Bilbao,2012,1ª
47,10,40,51,12,15,Getafe,2012,1ª
47,11,46,52,12,15,Real Sociedad,2012,1ª
47,12,47,56,13,17,Betis,2012,1ª
46,13,46,56,12,16,Espanyol,2012,1ª
43,14,53,73,13,21,Rayo Vallecano,2012,1ª
42,15,35,56,12,20,Granada,2012,1ª
41,16,39,53,9,15,Villarreal,2012,1ª
37,17,42,69,10,21,Sporting Gijón,2012,1ª
27,18,28,63,4,19,Rac. Santander,2012,1ª
91,0,76,45,29,9,Dptivo. Coruña,2012,2ª
90,1,74,38,25,6,Valladolid,2012,2ª
85,2,83,37,26,9,Celta,2012,2ª
74,3,63,44,22,14,Hércules,2012,2ª
72,4,52,46,20,12,Córdoba,2012,2ª
70,5,63,43,18,8,Almería,2012,2ª
59,6,63,53,16,15,Barcelona B,2012,2ª
58,7,58,59,16,16,Las Palmas,2012,2ª
57,8,54,52,15,15,Numancia,2012,2ª
57,9,56,58,17,19,Elche,2012,2ª
52,10,54,64,14,18,Villarreal B,2012,2ª
51,11,49,63,14,19,Huesca,2012,2ª
50,12,50,66,13,18,Xerez,2012,2ª
49,13,58,61,12,17,Girona,2012,2ª
49,14,50,75,14,21,Guadalajara,2012,2ª
47,15,49,67,13,21,Murcia,2012,2ª
47,16,49,52,12,19,Rec. Huelva,2012,2ª
46,17,45,64,11,18,Sabadell,2012,2ª
40,18,37,58,9,20,Cartagena,2012,2ª
37,19,46,78,9,23,Alcoyano,2012,2ª
100,0,115,40,32,2,Barcelona,2013,1ª
85,1,103,42,26,5,Real Madrid,2013,1ª
76,2,65,31,23,8,At. Madrid,2013,1ª
66,3,70,49,18,8,Real Sociedad,2013,1ª
65,4,67,54,19,11,Valencia,2013,1ª
57,5,53,50,16,13,Málaga,2013,1ª
53,6,50,66,16,17,Rayo Vallecano,2013,1ª
50,7,58,54,14,16,Sevilla,2013,1ª
47,8,43,57,13,17,Getafe,2013,1ª
46,9,40,57,12,16,Levante,2013,1ª
45,10,44,65,12,17,Ath. Bilbao,2013,1ª
44,11,43,52,11,16,Espanyol,2013,1ª
43,12,49,58,11,17,Valladolid,2013,1ª
42,13,37,54,11,18,Granada,2013,1ª
39,14,33,50,10,19,Osasuna,2013,1ª
37,15,37,52,10,21,Celta,2013,1ª
36,16,43,72,9,20,Mallorca,2013,1ª
35,17,47,70,8,19,Dptivo. Coruña,2013,1ª
34,18,37,62,9,22,Zaragoza,2013,1ª
84,0,79,52,25,12,Almería,2013,2ª
82,1,54,27,23,6,Elche,2013,2ª
77,2,68,38,21,7,Villarreal,2013,2ª
75,3,78,62,22,15,Girona,2013,2ª
70,4,59,59,21,16,Alcorcón,2013,2ª
67,5,64,58,18,13,Las Palmas,2013,2ª
59,6,80,62,17,17,Real Madrid B,2013,2ª
57,7,76,71,15,15,Barcelona B,2013,2ª
56,8,46,54,15,16,Lugo,2013,2ª
56,9,60,53,15,16,Sporting Gijón,2013,2ª
55,10,53,55,13,13,Numancia,2013,2ª
54,11,46,57,15,18,Rec. Huelva,2013,2ª
54,12,55,55,15,18,Córdoba,2013,2ª
52,13,35,51,13,16,Mirandés,2013,2ª
52,14,54,69,14,18,Sabadell,2013,2ª
50,15,46,53,12,16,Guadalajara,2013,2ª
50,16,43,53,13,18,Hércules,2013,2ª
47,17,43,56,12,19,Murcia,2013,2ª
46,18,38,51,12,20,Rac. Santander,2013,2ª
45,19,46,58,11,19,Huesca,2013,2ª
90,0,77,26,28,4,At. Madrid,2014,1ª
87,1,100,33,27,5,Barcelona,2014,1ª
87,2,104,38,27,5,Real Madrid,2014,1ª
70,3,66,39,20,8,Ath. Bilbao,2014,1ª
63,4,69,52,18,11,Sevilla,2014,1ª
59,5,60,44,17,13,Villarreal,2014,1ª
59,6,62,55,16,11,Real Sociedad,2014,1ª
49,7,49,54,14,17,Celta,2014,1ª
49,8,51,53,13,15,Valencia,2014,1ª
48,9,35,43,12,14,Levante,2014,1ª
43,10,46,80,13,21,Rayo Vallecano,2014,1ª
42,11,35,54,11,18,Getafe,2014,1ª
42,12,41,51,11,18,Espanyol,2014,1ª
41,13,32,56,12,21,Granada,2014,1ª
40,14,43,71,11,20,Almería,2014,1ª
40,15,30,50,9,16,Elche,2014,1ª
39,16,32,62,10,19,Osasuna,2014,1ª
36,17,38,60,7,16,Valladolid,2014,1ª
25,18,36,78,6,25,Betis,2014,1ª
71,0,49,28,19,9,Éibar,2014,2ª
71,1,54,51,20,15,Las Palmas,2014,2ª
69,2,48,36,19,11,Dptivo. Coruña,2014,2ª
67,3,49,45,17,13,Córdoba,2014,2ª
66,4,56,46,16,10,Murcia,2014,2ª
64,5,63,53,16,12,Sporting Gijón,2014,2ª
61,6,53,53,16,13,Rec. Huelva,2014,2ª
59,7,46,40,16,15,Alcorcón,2014,2ª
59,8,52,59,17,17,Sabadell,2014,2ª
54,9,41,48,14,16,Lugo,2014,2ª
54,10,46,49,15,18,Tenerife,2014,2ª
54,11,42,41,11,10,Numancia,2014,2ª
53,12,49,53,13,15,Zaragoza,2014,2ª
51,13,57,57,13,17,Alavés,2014,2ª
51,14,46,57,12,15,Mallorca,2014,2ª
51,15,52,50,12,15,Girona,2014,2ª
51,16,46,49,13,17,Ponferradina,2014,2ª
50,17,39,56,13,18,Mirandés,2014,2ª
49,18,49,56,13,19,Real Madrid B,2014,2ª
48,19,43,49,12,18,Jaén,2014,2ª
94,0,110,21,30,4,Barcelona,2015,1ª
92,1,118,38,30,6,Real Madrid,2015,1ª
78,2,67,29,23,6,At. Madrid,2015,1ª
77,3,70,32,22,5,Valencia,2015,1ª
76,4,71,45,23,8,Sevilla,2015,1ª
60,5,48,37,16,10,Villarreal,2015,1ª
55,6,42,41,15,13,Ath. Bilbao,2015,1ª
51,7,47,44,13,13,Celta,2015,1ª
50,8,42,48,14,16,Málaga,2015,1ª
49,9,46,68,15,19,Rayo Vallecano,2015,1ª
49,10,47,51,13,15,Espanyol,2015,1ª
46,11,44,51,11,14,Real Sociedad,2015,1ª
41,12,35,62,11,19,Elche,2015,1ª
37,13,33,64,10,21,Getafe,2015,1ª
37,14,34,67,9,19,Levante,2015,1ª
35,15,34,55,9,21,Éibar,2015,1ª
35,16,29,64,7,17,Granada,2015,1ª
32,17,35,64,8,22,Almería,2015,1ª
20,18,22,68,3,24,Córdoba,2015,1ª
85,0,67,39,25,9,Girona,2015,2ª
84,1,73,40,25,8,Betis,2015,2ª
83,2,77,51,23,9,Las Palmas,2015,2ª
82,3,57,27,21,2,Sporting Gijón,2015,2ª
74,4,66,41,21,12,Valladolid,2015,2ª
60,5,55,51,16,14,Ponferradina,2015,2ª
59,6,42,44,16,15,Mirandés,2015,2ª
57,7,41,41,15,15,Llagostera,2015,2ª
56,8,48,42,15,16,Leganés,2015,2ª
54,9,44,49,12,12,Alcorcón,2015,2ª
53,10,54,55,12,13,Numancia,2015,2ª
53,11,49,53,14,17,Alavés,2015,2ª
51,12,55,65,14,19,Albacete,2015,2ª
49,13,48,56,11,15,Lugo,2015,2ª
48,14,41,48,11,16,Tenerife,2015,2ª
48,15,51,64,13,20,Mallorca,2015,2ª
45,16,41,60,11,19,Osasuna,2015,2ª
44,17,42,53,12,22,Rac. Santander,2015,2ª
41,18,37,59,10,21,Rec. Huelva,2015,2ª
38,19,41,66,8,20,Sabadell,2015,2ª
54,0,56,17,17,2,Barcelona,2016,1ª
51,1,34,11,16,4,At. Madrid,2016,1ª
50,2,66,21,15,3,Real Madrid,2016,1ª
45,3,29,18,13,4,Villarreal,2016,1ª
37,4,32,24,10,6,Sevilla,2016,1ª
35,5,33,30,10,8,Ath. Bilbao,2016,1ª
35,6,34,36,10,8,Celta,2016,1ª
33,7,36,31,9,8,Éibar,2016,1ª
31,8,31,28,6,4,Dptivo. Coruña,2016,1ª
30,9,21,20,8,9,Málaga,2016,1ª
26,10,26,35,7,11,Getafe,2016,1ª
25,11,16,31,6,10,Betis,2016,1ª
25,12,26,24,5,8,Valencia,2016,1ª
23,13,30,47,6,12,Rayo Vallecano,2016,1ª
22,14,20,41,6,12,Espanyol,2016,1ª
22,15,24,36,6,12,Sporting Gijón,2016,1ª
21,16,23,36,5,12,Las Palmas,2016,1ª
20,17,25,46,5,13,Granada,2016,1ª
17,18,21,43,4,14,Levante,2016,1ª
46,0,31,21,14,6,Alavés,2016,2ª
40,1,32,20,10,4,Leganés,2016,2ª
40,2,34,31,12,8,Córdoba,2016,2ª
39,3,34,28,10,5,Oviedo,2016,2ª
39,4,28,24,11,7,Osasuna,2016,2ª
38,5,30,25,10,6,Gimn. Tarragona,2016,2ª
38,6,24,24,10,6,Elche,2016,2ª
38,7,40,30,10,6,Mirandés,2016,2ª
