"GOLESLOCAL","GOLESVISITANTE","LOCAL","VISITANTE","DIVISION","TEMPORADA","NUMJORNADA"
2,1,"Castellón","Alavés","2ª",1975,31
1,0,"Oviedo","Barcelona B","2ª",1975,31
2,0,"Gimn. Tarragona","Ourense","2ª",1975,31
0,0,"Sant Andreu","Sevilla","2ª",1975,31
2,1,"Barakaldo","Cádiz","2ª",1975,31
0,0,"Rac. Santander","Córdoba","2ª",1975,31
1,4,"Cult. Leonesa","Burgos","2ª",1975,31
2,0,"Mallorca","Tenerife","2ª",1975,32
3,0,"Rec. Huelva","Valladolid","2ª",1975,32
2,0,"Alavés","Sabadell","2ª",1975,32
2,2,"Barcelona B","Castellón","2ª",1975,32
1,1,"Ourense","Oviedo","2ª",1975,32
1,0,"Sevilla","Gimn. Tarragona","2ª",1975,32
2,0,"Cádiz","Sant Andreu","2ª",1975,32
6,1,"Córdoba","Barakaldo","2ª",1975,32
0,1,"Burgos","Rac. Santander","2ª",1975,32
2,3,"Cult. Leonesa","Rayo Vallecano","2ª",1975,32
1,1,"Rayo Vallecano","Mallorca","2ª",1975,33
4,2,"Tenerife","Rec. Huelva","2ª",1975,33
2,0,"Valladolid","Alavés","2ª",1975,33
2,3,"Sabadell","Barcelona B","2ª",1975,33
4,1,"Castellón","Ourense","2ª",1975,33
1,0,"Oviedo","Sevilla","2ª",1975,33
1,1,"Gimn. Tarragona","Cádiz","2ª",1975,33
5,1,"Sant Andreu","Córdoba","2ª",1975,33
0,1,"Barakaldo","Burgos","2ª",1975,33
2,0,"Rac. Santander","Cult. Leonesa","2ª",1975,33
2,1,"Rec. Huelva","Mallorca","2ª",1975,34
1,0,"Alavés","Tenerife","2ª",1975,34
1,3,"Barcelona B","Valladolid","2ª",1975,34
1,0,"Ourense","Sabadell","2ª",1975,34
1,0,"Sevilla","Castellón","2ª",1975,34
2,0,"Cádiz","Oviedo","2ª",1975,34
2,0,"Córdoba","Gimn. Tarragona","2ª",1975,34
0,0,"Burgos","Sant Andreu","2ª",1975,34
1,2,"Cult. Leonesa","Barakaldo","2ª",1975,34
2,0,"Rac. Santander","Rayo Vallecano","2ª",1975,34
1,1,"Rayo Vallecano","Rec. Huelva","2ª",1975,35
0,1,"Mallorca","Alavés","2ª",1975,35
2,0,"Tenerife","Barcelona B","2ª",1975,35
2,2,"Valladolid","Ourense","2ª",1975,35
1,1,"Sabadell","Sevilla","2ª",1975,35
2,0,"Castellón","Cádiz","2ª",1975,35
3,1,"Oviedo","Córdoba","2ª",1975,35
2,1,"Gimn. Tarragona","Burgos","2ª",1975,35
3,1,"Sant Andreu","Cult. Leonesa","2ª",1975,35
2,2,"Barakaldo","Rac. Santander","2ª",1975,35
1,2,"Alavés","Rec. Huelva","2ª",1975,36
3,0,"Barcelona B","Mallorca","2ª",1975,36
2,1,"Ourense","Tenerife","2ª",1975,36
5,0,"Sevilla","Valladolid","2ª",1975,36
3,2,"Cádiz","Sabadell","2ª",1975,36
1,0,"Córdoba","Castellón","2ª",1975,36
1,1,"Burgos","Oviedo","2ª",1975,36
3,1,"Cult. Leonesa","Gimn. Tarragona","2ª",1975,36
1,0,"Rac. Santander","Sant Andreu","2ª",1975,36
3,2,"Barakaldo","Rayo Vallecano","2ª",1975,36
1,0,"Alavés","Rayo Vallecano","2ª",1975,37
1,0,"Rec. Huelva","Barcelona B","2ª",1975,37
3,0,"Mallorca","Ourense","2ª",1975,37
3,0,"Tenerife","Sevilla","2ª",1975,37
3,0,"Valladolid","Cádiz","2ª",1975,37
1,1,"Sabadell","Córdoba","2ª",1975,37
2,1,"Castellón","Burgos","2ª",1975,37
5,1,"Oviedo","Cult. Leonesa","2ª",1975,37
4,0,"Gimn. Tarragona","Rac. Santander","2ª",1975,37
3,0,"Sant Andreu","Barakaldo","2ª",1975,37
5,0,"Barcelona B","Alavés","2ª",1975,38
1,1,"Ourense","Rec. Huelva","2ª",1975,38
2,1,"Sevilla","Mallorca","2ª",1975,38
1,2,"Cádiz","Tenerife","2ª",1975,38
0,0,"Córdoba","Valladolid","2ª",1975,38
6,0,"Burgos","Sabadell","2ª",1975,38
1,2,"Cult. Leonesa","Castellón","2ª",1975,38
0,0,"Rac. Santander","Oviedo","2ª",1975,38
2,2,"Barakaldo","Gimn. Tarragona","2ª",1975,38
3,0,"Rayo Vallecano","Sant Andreu","2ª",1975,38
2,1,"Salamanca","Ath. Bilbao","1ª",1976,1
2,3,"Elche","Barcelona","1ª",1976,1
0,0,"Sporting Gijón","Granada","1ª",1976,1
2,1,"Zaragoza","At. Madrid","1ª",1976,1
2,0,"Real Madrid","Rac. Santander","1ª",1976,1
2,0,"Valencia","Oviedo","1ª",1976,1
3,1,"Espanyol","Hércules","1ª",1976,1
3,2,"Real Sociedad","Betis","1ª",1976,1
3,0,"Sevilla","Las Palmas","1ª",1976,1
4,1,"Ath. Bilbao","Sevilla","1ª",1976,2
3,1,"Barcelona","Salamanca","1ª",1976,2
3,2,"Granada","Elche","1ª",1976,2
2,2,"At. Madrid","Sporting Gijón","1ª",1976,2
4,1,"Rac. Santander","Zaragoza","1ª",1976,2
0,0,"Oviedo","Real Madrid","1ª",1976,2
2,0,"Hércules","Valencia","1ª",1976,2
1,2,"Betis","Espanyol","1ª",1976,2
2,1,"Las Palmas","Real Sociedad","1ª",1976,2
2,1,"Ath. Bilbao","Barcelona","1ª",1976,3
1,1,"Salamanca","Granada","1ª",1976,3
3,1,"Elche","At. Madrid","1ª",1976,3
1,2,"Sporting Gijón","Rac. Santander","1ª",1976,3
5,1,"Zaragoza","Oviedo","1ª",1976,3
4,0,"Real Madrid","Hércules","1ª",1976,3
0,1,"Valencia","Betis","1ª",1976,3
1,0,"Espanyol","Las Palmas","1ª",1976,3
2,1,"Sevilla","Real Sociedad","1ª",1976,3
2,0,"Barcelona","Sevilla","1ª",1976,4
2,1,"Granada","Ath. Bilbao","1ª",1976,4
4,1,"At. Madrid","Salamanca","1ª",1976,4
2,1,"Rac. Santander","Elche","1ª",1976,4
3,1,"Oviedo","Sporting Gijón","1ª",1976,4
2,0,"Hércules","Zaragoza","1ª",1976,4
0,2,"Betis","Real Madrid","1ª",1976,4
2,4,"Las Palmas","Valencia","1ª",1976,4
1,0,"Real Sociedad","Espanyol","1ª",1976,4
3,0,"Barcelona","Granada","1ª",1976,5
2,0,"Ath. Bilbao","At. Madrid","1ª",1976,5
3,0,"Salamanca","Rac. Santander","1ª",1976,5
1,0,"Elche","Oviedo","1ª",1976,5
1,3,"Sporting Gijón","Hércules","1ª",1976,5
1,2,"Zaragoza","Betis","1ª",1976,5
2,1,"Real Madrid","Las Palmas","1ª",1976,5
3,1,"Valencia","Real Sociedad","1ª",1976,5
2,1,"Sevilla","Espanyol","1ª",1976,5
1,1,"Granada","Sevilla","1ª",1976,6
3,0,"At. Madrid","Barcelona","1ª",1976,6
1,1,"Rac. Santander","Ath. Bilbao","1ª",1976,6
0,1,"Oviedo","Salamanca","1ª",1976,6
1,0,"Hércules","Elche","1ª",1976,6
1,0,"Betis","Sporting Gijón","1ª",1976,6
3,2,"Las Palmas","Zaragoza","1ª",1976,6
1,1,"Real Sociedad","Real Madrid","1ª",1976,6
1,0,"Espanyol","Valencia","1ª",1976,6
3,4,"Granada","At. Madrid","1ª",1976,7
2,1,"Barcelona","Rac. Santander","1ª",1976,7
1,0,"Ath. Bilbao","Oviedo","1ª",1976,7
0,1,"Salamanca","Hércules","1ª",1976,7
2,3,"Elche","Betis","1ª",1976,7
3,0,"Sporting Gijón","Las Palmas","1ª",1976,7
0,1,"Zaragoza","Real Sociedad","1ª",1976,7
3,1,"Real Madrid","Espanyol","1ª",1976,7
3,1,"Sevilla","Valencia","1ª",1976,7
1,0,"At. Madrid","Sevilla","1ª",1976,8
1,1,"Rac. Santander","Granada","1ª",1976,8
1,1,"Oviedo","Barcelona","1ª",1976,8
2,2,"Hércules","Ath. Bilbao","1ª",1976,8
1,1,"Betis","Salamanca","1ª",1976,8
0,0,"Las Palmas","Elche","1ª",1976,8
1,0,"Real Sociedad","Sporting Gijón","1ª",1976,8
2,1,"Espanyol","Zaragoza","1ª",1976,8
1,1,"Valencia","Real Madrid","1ª",1976,8
1,1,"At. Madrid","Rac. Santander","1ª",1976,9
1,0,"Granada","Oviedo","1ª",1976,9
1,1,"Barcelona","Hércules","1ª",1976,9
0,0,"Ath. Bilbao","Betis","1ª",1976,9
1,0,"Salamanca","Las Palmas","1ª",1976,9
1,1,"Elche","Real Sociedad","1ª",1976,9
6,1,"Sporting Gijón","Espanyol","1ª",1976,9
0,2,"Zaragoza","Valencia","1ª",1976,9
1,1,"Sevilla","Real Madrid","1ª",1976,9
2,1,"Rac. Santander","Sevilla","1ª",1976,10
0,2,"Oviedo","At. Madrid","1ª",1976,10
2,0,"Hércules","Granada","1ª",1976,10
1,0,"Betis","Barcelona","1ª",1976,10
2,2,"Las Palmas","Ath. Bilbao","1ª",1976,10
1,1,"Real Sociedad","Salamanca","1ª",1976,10
2,0,"Espanyol","Elche","1ª",1976,10
0,0,"Valencia","Sporting Gijón","1ª",1976,10
3,2,"Real Madrid","Zaragoza","1ª",1976,10
2,1,"Rac. Santander","Oviedo","1ª",1976,11
3,0,"At. Madrid","Hércules","1ª",1976,11
0,0,"Granada","Betis","1ª",1976,11
3,0,"Barcelona","Las Palmas","1ª",1976,11
2,0,"Ath. Bilbao","Real Sociedad","1ª",1976,11
1,0,"Salamanca","Espanyol","1ª",1976,11
2,0,"Elche","Valencia","1ª",1976,11
0,2,"Sporting Gijón","Real Madrid","1ª",1976,11
0,0,"Sevilla","Zaragoza","1ª",1976,11
3,0,"Oviedo","Sevilla","1ª",1976,12
2,1,"Hércules","Rac. Santander","1ª",1976,12
1,3,"Betis","At. Madrid","1ª",1976,12
1,2,"Las Palmas","Granada","1ª",1976,12
2,2,"Real Sociedad","Barcelona","1ª",1976,12
3,1,"Espanyol","Ath. Bilbao","1ª",1976,12
1,0,"Valencia","Salamanca","1ª",1976,12
2,2,"Real Madrid","Elche","1ª",1976,12
2,1,"Zaragoza","Sporting Gijón","1ª",1976,12
1,1,"Oviedo","Hércules","1ª",1976,13
3,0,"Rac. Santander","Betis","1ª",1976,13
2,1,"At. Madrid","Las Palmas","1ª",1976,13
2,1,"Granada","Real Sociedad","1ª",1976,13
5,0,"Barcelona","Espanyol","1ª",1976,13
5,4,"Ath. Bilbao","Valencia","1ª",1976,13
0,0,"Salamanca","Real Madrid","1ª",1976,13
0,0,"Elche","Zaragoza","1ª",1976,13
2,1,"Sevilla","Sporting Gijón","1ª",1976,13
1,0,"Hércules","Sevilla","1ª",1976,14
2,1,"Betis","Oviedo","1ª",1976,14
5,0,"Las Palmas","Rac. Santander","1ª",1976,14
1,1,"Real Sociedad","At. Madrid","1ª",1976,14
3,0,"Espanyol","Granada","1ª",1976,14
3,2,"Valencia","Barcelona","1ª",1976,14
1,0,"Real Madrid","Ath. Bilbao","1ª",1976,14
3,0,"Zaragoza","Salamanca","1ª",1976,14
1,1,"Sporting Gijón","Elche","1ª",1976,14
1,1,"Hércules","Betis","1ª",1976,15
1,2,"Oviedo","Las Palmas","1ª",1976,15
2,0,"Rac. Santander","Real Sociedad","1ª",1976,15
3,1,"At. Madrid","Espanyol","1ª",1976,15
2,1,"Granada","Valencia","1ª",1976,15
2,1,"Barcelona","Real Madrid","1ª",1976,15
0,0,"Ath. Bilbao","Zaragoza","1ª",1976,15
1,0,"Salamanca","Sporting Gijón","1ª",1976,15
2,1,"Sevilla","Elche","1ª",1976,15
2,0,"Sevilla","Betis","1ª",1976,16
2,1,"Las Palmas","Hércules","1ª",1976,16
0,2,"Real Sociedad","Oviedo","1ª",1976,16
2,1,"Espanyol","Rac. Santander","1ª",1976,16
0,1,"Valencia","At. Madrid","1ª",1976,16
4,1,"Real Madrid","Granada","1ª",1976,16
4,4,"Zaragoza","Barcelona","1ª",1976,16
1,1,"Sporting Gijón","Ath. Bilbao","1ª",1976,16
1,1,"Elche","Salamanca","1ª",1976,16
1,0,"Betis","Las Palmas","1ª",1976,17
0,0,"Hércules","Real Sociedad","1ª",1976,17
1,2,"Oviedo","Espanyol","1ª",1976,17
0,1,"Rac. Santander","Valencia","1ª",1976,17
1,0,"At. Madrid","Real Madrid","1ª",1976,17
0,0,"Granada","Zaragoza","1ª",1976,17
5,1,"Barcelona","Sporting Gijón","1ª",1976,17
0,0,"Ath. Bilbao","Elche","1ª",1976,17
1,1,"Salamanca","Sevilla","1ª",1976,17
1,0,"Ath. Bilbao","Salamanca","1ª",1976,18
1,0,"Barcelona","Elche","1ª",1976,18
1,1,"Granada","Sporting Gijón","1ª",1976,18
2,0,"At. Madrid","Zaragoza","1ª",1976,18
1,0,"Rac. Santander","Real Madrid","1ª",1976,18
2,1,"Oviedo","Valencia","1ª",1976,18
2,1,"Hércules","Espanyol","1ª",1976,18
1,0,"Betis","Real Sociedad","1ª",1976,18
0,1,"Las Palmas","Sevilla","1ª",1976,18
0,0,"Sevilla","Ath. Bilbao","1ª",1976,19
2,0,"Salamanca","Barcelona","1ª",1976,19
0,0,"Elche","Granada","1ª",1976,19
1,0,"Sporting Gijón","At. Madrid","1ª",1976,19
2,0,"Zaragoza","Rac. Santander","1ª",1976,19
2,0,"Real Madrid","Oviedo","1ª",1976,19
2,2,"Valencia","Hércules","1ª",1976,19
2,1,"Espanyol","Betis","1ª",1976,19
2,0,"Real Sociedad","Las Palmas","1ª",1976,19
2,1,"Barcelona","Ath. Bilbao","1ª",1976,20
0,0,"Granada","Salamanca","1ª",1976,20
3,0,"At. Madrid","Elche","1ª",1976,20
2,0,"Rac. Santander","Sporting Gijón","1ª",1976,20
2,0,"Oviedo","Zaragoza","1ª",1976,20
1,2,"Hércules","Real Madrid","1ª",1976,20
2,1,"Betis","Valencia","1ª",1976,20
1,1,"Las Palmas","Espanyol","1ª",1976,20
4,1,"Real Sociedad","Sevilla","1ª",1976,20
2,0,"Sevilla","Barcelona","1ª",1976,21
2,1,"Ath. Bilbao","Granada","1ª",1976,21
2,2,"Salamanca","At. Madrid","1ª",1976,21
5,2,"Elche","Rac. Santander","1ª",1976,21
3,1,"Sporting Gijón","Oviedo","1ª",1976,21
1,0,"Zaragoza","Hércules","1ª",1976,21
5,0,"Real Madrid","Betis","1ª",1976,21
0,1,"Valencia","Las Palmas","1ª",1976,21
2,2,"Espanyol","Real Sociedad","1ª",1976,21
0,2,"Granada","Barcelona","1ª",1976,22
1,0,"Cádiz","Hércules","2ª",1974,5
1,0,"Levante","Sabadell","2ª",1974,5
1,0,"Sevilla","Dptivo. Coruña","2ª",1974,5
3,1,"Tenerife","Ourense","2ª",1974,5
3,1,"Valladolid","Burgos","2ª",1974,5
2,1,"Osasuna","Salamanca","2ª",1974,5
1,0,"Córdoba","Gimn. Tarragona","2ª",1974,5
0,0,"Barakaldo","Betis","2ª",1974,5
1,0,"Rayo Vallecano","Sant Andreu","2ª",1974,5
2,1,"Linares","Mallorca","2ª",1974,5
2,3,"Hércules","Linares","2ª",1974,6
3,4,"Sabadell","Cádiz","2ª",1974,6
1,0,"Dptivo. Coruña","Levante","2ª",1974,6
1,0,"Ourense","Sevilla","2ª",1974,6
1,0,"Burgos","Tenerife","2ª",1974,6
0,0,"Salamanca","Valladolid","2ª",1974,6
2,0,"Gimn. Tarragona","Osasuna","2ª",1974,6
5,1,"Betis","Córdoba","2ª",1974,6
4,0,"Sant Andreu","Barakaldo","2ª",1974,6
1,0,"Mallorca","Rayo Vallecano","2ª",1974,6
2,0,"Hércules","Sabadell","2ª",1974,7
3,1,"Cádiz","Dptivo. Coruña","2ª",1974,7
2,1,"Levante","Ourense","2ª",1974,7
2,0,"Sevilla","Burgos","2ª",1974,7
1,0,"Tenerife","Salamanca","2ª",1974,7
2,2,"Valladolid","Gimn. Tarragona","2ª",1974,7
3,3,"Osasuna","Betis","2ª",1974,7
1,0,"Córdoba","Sant Andreu","2ª",1974,7
0,0,"Barakaldo","Mallorca","2ª",1974,7
0,1,"Linares","Rayo Vallecano","2ª",1974,7
1,0,"Sabadell","Linares","2ª",1974,8
1,1,"Dptivo. Coruña","Hércules","2ª",1974,8
0,0,"Ourense","Cádiz","2ª",1974,8
2,0,"Burgos","Levante","2ª",1974,8
2,0,"Salamanca","Sevilla","2ª",1974,8
3,1,"Gimn. Tarragona","Tenerife","2ª",1974,8
2,0,"Betis","Valladolid","2ª",1974,8
4,0,"Sant Andreu","Osasuna","2ª",1974,8
0,1,"Mallorca","Córdoba","2ª",1974,8
0,0,"Rayo Vallecano","Barakaldo","2ª",1974,8
1,2,"Sabadell","Dptivo. Coruña","2ª",1974,9
1,0,"Hércules","Ourense","2ª",1974,9
2,0,"Cádiz","Burgos","2ª",1974,9
1,1,"Levante","Salamanca","2ª",1974,9
1,1,"Sevilla","Gimn. Tarragona","2ª",1974,9
1,3,"Tenerife","Betis","2ª",1974,9
4,2,"Valladolid","Sant Andreu","2ª",1974,9
0,3,"Osasuna","Mallorca","2ª",1974,9
3,1,"Córdoba","Rayo Vallecano","2ª",1974,9
0,0,"Linares","Barakaldo","2ª",1974,9
3,0,"Dptivo. Coruña","Linares","2ª",1974,10
0,0,"Ourense","Sabadell","2ª",1974,10
1,2,"Burgos","Hércules","2ª",1974,10
2,1,"Salamanca","Cádiz","2ª",1974,10
2,1,"Gimn. Tarragona","Levante","2ª",1974,10
3,0,"Betis","Sevilla","2ª",1974,10
2,3,"Sant Andreu","Tenerife","2ª",1974,10
0,0,"Mallorca","Valladolid","2ª",1974,10
2,1,"Rayo Vallecano","Osasuna","2ª",1974,10
3,2,"Barakaldo","Córdoba","2ª",1974,10
3,1,"Dptivo. Coruña","Ourense","2ª",1974,11
1,0,"Sabadell","Burgos","2ª",1974,11
3,1,"Hércules","Salamanca","2ª",1974,11
1,0,"Cádiz","Gimn. Tarragona","2ª",1974,11
1,2,"Levante","Betis","2ª",1974,11
0,0,"Sevilla","Sant Andreu","2ª",1974,11
0,0,"Tenerife","Mallorca","2ª",1974,11
5,1,"Valladolid","Rayo Vallecano","2ª",1974,11
1,1,"Osasuna","Barakaldo","2ª",1974,11
1,0,"Linares","Córdoba","2ª",1974,11
1,2,"Ourense","Linares","2ª",1974,12
4,0,"Burgos","Dptivo. Coruña","2ª",1974,12
3,1,"Salamanca","Sabadell","2ª",1974,12
0,0,"Gimn. Tarragona","Hércules","2ª",1974,12
2,2,"Betis","Cádiz","2ª",1974,12
1,0,"Sant Andreu","Levante","2ª",1974,12
1,1,"Mallorca","Sevilla","2ª",1974,12
3,0,"Rayo Vallecano","Tenerife","2ª",1974,12
1,1,"Barakaldo","Valladolid","2ª",1974,12
2,2,"Córdoba","Osasuna","2ª",1974,12
1,0,"Ourense","Burgos","2ª",1974,13
4,2,"Dptivo. Coruña","Salamanca","2ª",1974,13
0,0,"Sabadell","Gimn. Tarragona","2ª",1974,13
1,0,"Hércules","Betis","2ª",1974,13
0,0,"Cádiz","Sant Andreu","2ª",1974,13
2,2,"Levante","Mallorca","2ª",1974,13
3,0,"Sevilla","Rayo Vallecano","2ª",1974,13
2,0,"Tenerife","Barakaldo","2ª",1974,13
3,1,"Valladolid","Córdoba","2ª",1974,13
3,0,"Linares","Osasuna","2ª",1974,13
4,1,"Burgos","Linares","2ª",1974,14
3,2,"Salamanca","Ourense","2ª",1974,14
2,0,"Gimn. Tarragona","Dptivo. Coruña","2ª",1974,14
3,2,"Betis","Sabadell","2ª",1974,14
1,1,"Sant Andreu","Hércules","2ª",1974,14
1,1,"Mallorca","Cádiz","2ª",1974,14
0,4,"Rayo Vallecano","Levante","2ª",1974,14
1,0,"Barakaldo","Sevilla","2ª",1974,14
2,1,"Córdoba","Tenerife","2ª",1974,14
1,1,"Osasuna","Valladolid","2ª",1974,14
0,1,"Burgos","Salamanca","2ª",1974,15
1,0,"Ourense","Gimn. Tarragona","2ª",1974,15
0,1,"Dptivo. Coruña","Betis","2ª",1974,15
1,0,"Sabadell","Sant Andreu","2ª",1974,15
1,1,"Hércules","Mallorca","2ª",1974,15
1,1,"Cádiz","Rayo Vallecano","2ª",1974,15
4,2,"Levante","Barakaldo","2ª",1974,15
2,1,"Sevilla","Córdoba","2ª",1974,15
2,0,"Tenerife","Osasuna","2ª",1974,15
0,0,"Linares","Valladolid","2ª",1974,15
2,0,"Salamanca","Linares","2ª",1974,16
2,0,"Gimn. Tarragona","Burgos","2ª",1974,16
3,0,"Betis","Ourense","2ª",1974,16
1,0,"Sant Andreu","Dptivo. Coruña","2ª",1974,16
2,2,"Mallorca","Sabadell","2ª",1974,16
1,0,"Rayo Vallecano","Hércules","2ª",1974,16
1,1,"Barakaldo","Cádiz","2ª",1974,16
2,0,"Córdoba","Levante","2ª",1974,16
0,2,"Osasuna","Sevilla","2ª",1974,16
0,0,"Valladolid","Tenerife","2ª",1974,16
2,1,"Salamanca","Gimn. Tarragona","2ª",1974,17
1,1,"Burgos","Betis","2ª",1974,17
2,0,"Ourense","Sant Andreu","2ª",1974,17
0,2,"Dptivo. Coruña","Mallorca","2ª",1974,17
1,0,"Sabadell","Rayo Vallecano","2ª",1974,17
3,1,"Hércules","Barakaldo","2ª",1974,17
3,2,"Cádiz","Córdoba","2ª",1974,17
0,1,"Levante","Osasuna","2ª",1974,17
2,1,"Sevilla","Valladolid","2ª",1974,17
0,1,"Linares","Tenerife","2ª",1974,17
0,3,"Linares","Gimn. Tarragona","2ª",1974,18
0,0,"Betis","Salamanca","2ª",1974,18
1,0,"Sant Andreu","Burgos","2ª",1974,18
2,0,"Mallorca","Ourense","2ª",1974,18
2,0,"Rayo Vallecano","Dptivo. Coruña","2ª",1974,18
2,0,"Barakaldo","Sabadell","2ª",1974,18
3,1,"Córdoba","Hércules","2ª",1974,18
0,0,"Osasuna","Cádiz","2ª",1974,18
3,1,"Valladolid","Levante","2ª",1974,18
1,0,"Tenerife","Sevilla","2ª",1974,18
2,0,"Gimn. Tarragona","Betis","2ª",1974,19
2,0,"Salamanca","Sant Andreu","2ª",1974,19
0,0,"Burgos","Mallorca","2ª",1974,19
0,0,"Ourense","Rayo Vallecano","2ª",1974,19
1,0,"Dptivo. Coruña","Barakaldo","2ª",1974,19
0,0,"Sabadell","Córdoba","2ª",1974,19
2,0,"Hércules","Osasuna","2ª",1974,19
2,0,"Cádiz","Valladolid","2ª",1974,19
1,1,"Levante","Tenerife","2ª",1974,19
3,3,"Sevilla","Linares","2ª",1974,19
1,1,"Levante","Sevilla","2ª",1974,20
3,1,"Cádiz","Tenerife","2ª",1974,20
3,1,"Hércules","Valladolid","2ª",1974,20
1,0,"Sabadell","Osasuna","2ª",1974,20
0,0,"Dptivo. Coruña","Córdoba","2ª",1974,20
3,2,"Ourense","Barakaldo","2ª",1974,20
2,1,"Burgos","Rayo Vallecano","2ª",1974,20
3,0,"Salamanca","Mallorca","2ª",1974,20
1,0,"Gimn. Tarragona","Sant Andreu","2ª",1974,20
2,0,"Betis","Linares","2ª",1974,20
1,0,"Linares","Levante","2ª",1974,21
1,0,"Sevilla","Cádiz","2ª",1974,21
1,1,"Tenerife","Hércules","2ª",1974,21
6,1,"Valladolid","Sabadell","2ª",1974,21
1,0,"Osasuna","Dptivo. Coruña","2ª",1974,21
3,3,"Córdoba","Ourense","2ª",1974,21
2,1,"Barakaldo","Burgos","2ª",1974,21
0,2,"Rayo Vallecano","Salamanca","2ª",1974,21
2,0,"Mallorca","Gimn. Tarragona","2ª",1974,21
0,0,"Sant Andreu","Betis","2ª",1974,21
1,0,"Cádiz","Levante","2ª",1974,22
1,1,"Hércules","Sevilla","2ª",1974,22
0,0,"Sabadell","Tenerife","2ª",1974,22
2,1,"Dptivo. Coruña","Valladolid","2ª",1974,22
2,0,"Ourense","Osasuna","2ª",1974,22
1,0,"Burgos","Córdoba","2ª",1974,22
2,0,"Salamanca","Barakaldo","2ª",1974,22
3,2,"Gimn. Tarragona","Rayo Vallecano","2ª",1974,22
1,1,"Betis","Mallorca","2ª",1974,22
1,0,"Sant Andreu","Linares","2ª",1974,22
1,1,"Linares","Cádiz","2ª",1974,23
0,1,"Levante","Hércules","2ª",1974,23
1,2,"Sevilla","Sabadell","2ª",1974,23
5,0,"Tenerife","Dptivo. Coruña","2ª",1974,23
2,2,"Valladolid","Ourense","2ª",1974,23
2,1,"Osasuna","Burgos","2ª",1974,23
4,0,"Córdoba","Salamanca","2ª",1974,23
2,1,"Barakaldo","Gimn. Tarragona","2ª",1974,23
2,3,"Rayo Vallecano","Betis","2ª",1974,23
1,0,"Mallorca","Sant Andreu","2ª",1974,23
3,0,"Hércules","Cádiz","2ª",1974,24
1,0,"Sabadell","Levante","2ª",1974,24
0,0,"Dptivo. Coruña","Sevilla","2ª",1974,24
1,1,"Ourense","Tenerife","2ª",1974,24
2,1,"Burgos","Valladolid","2ª",1974,24
3,1,"Salamanca","Osasuna","2ª",1974,24
2,1,"Gimn. Tarragona","Córdoba","2ª",1974,24
3,0,"Betis","Barakaldo","2ª",1974,24
2,0,"Sant Andreu","Rayo Vallecano","2ª",1974,24
1,0,"Mallorca","Linares","2ª",1974,24
2,0,"Linares","Hércules","2ª",1974,25
3,0,"Cádiz","Sabadell","2ª",1974,25
4,1,"Levante","Dptivo. Coruña","2ª",1974,25
2,0,"Sevilla","Ourense","2ª",1974,25
3,0,"Tenerife","Burgos","2ª",1974,25
2,2,"Valladolid","Salamanca","2ª",1974,25
3,0,"Osasuna","Gimn. Tarragona","2ª",1974,25
1,1,"Córdoba","Betis","2ª",1974,25
4,0,"Barakaldo","Sant Andreu","2ª",1974,25
2,0,"Rayo Vallecano","Mallorca","2ª",1974,25
0,0,"Sabadell","Hércules","2ª",1974,26
3,1,"Dptivo. Coruña","Cádiz","2ª",1974,26
1,0,"Ourense","Levante","2ª",1974,26
1,0,"Burgos","Sevilla","2ª",1974,26
1,0,"Salamanca","Tenerife","2ª",1974,26
1,0,"Gimn. Tarragona","Valladolid","2ª",1974,26
5,0,"Betis","Osasuna","2ª",1974,26
3,0,"Sant Andreu","Córdoba","2ª",1974,26
1,1,"Mallorca","Barakaldo","2ª",1974,26
3,0,"Rayo Vallecano","Linares","2ª",1974,26
2,0,"Linares","Sabadell","2ª",1974,27
2,0,"Hércules","Dptivo. Coruña","2ª",1974,27
0,1,"Cádiz","Ourense","2ª",1974,27
1,0,"Levante","Burgos","2ª",1974,27
1,1,"Sevilla","Salamanca","2ª",1974,27
3,1,"Tenerife","Gimn. Tarragona","2ª",1974,27
1,0,"Valladolid","Betis","2ª",1974,27
0,1,"Osasuna","Sant Andreu","2ª",1974,27
1,0,"Córdoba","Mallorca","2ª",1974,27
1,0,"Barakaldo","Rayo Vallecano","2ª",1974,27
0,0,"Dptivo. Coruña","Sabadell","2ª",1974,28
0,1,"Ourense","Hércules","2ª",1974,28
2,0,"Burgos","Cádiz","2ª",1974,28
1,0,"Salamanca","Levante","2ª",1974,28
4,1,"Gimn. Tarragona","Sevilla","2ª",1974,28
1,1,"Betis","Tenerife","2ª",1974,28
5,0,"Sant Andreu","Valladolid","2ª",1974,28
3,0,"Mallorca","Osasuna","2ª",1974,28
2,3,"Rayo Vallecano","Córdoba","2ª",1974,28
4,1,"Barakaldo","Linares","2ª",1974,28
0,0,"Linares","Dptivo. Coruña","2ª",1974,29
1,1,"Sabadell","Ourense","2ª",1974,29
0,0,"Hércules","Burgos","2ª",1974,29
1,1,"Cádiz","Salamanca","2ª",1974,29
2,0,"Levante","Gimn. Tarragona","2ª",1974,29
2,1,"Sevilla","Betis","2ª",1974,29
2,0,"Tenerife","Sant Andreu","2ª",1974,29
1,0,"Valladolid","Mallorca","2ª",1974,29
0,1,"Osasuna","Rayo Vallecano","2ª",1974,29
2,1,"Córdoba","Barakaldo","2ª",1974,29
