"GOLESLOCAL","GOLESVISITANTE","LOCAL","VISITANTE","DIVISION","TEMPORADA","NUMJORNADA"
2,0,"Extremadura","Logroñés","2ª",1998,26
2,2,"Badajoz","Numancia","2ª",1998,26
1,0,"Numancia","Toledo","2ª",1998,27
1,0,"Villarreal","Albacete","2ª",1998,27
0,1,"Rayo Vallecano","Éibar","2ª",1998,27
4,0,"Hércules","Las Palmas","2ª",1998,27
0,1,"Osasuna","Lleida","2ª",1998,27
1,0,"Levante","Ourense","2ª",1998,27
1,0,"Alavés","Jaén","2ª",1998,27
1,1,"Leganés","Xerez","2ª",1998,27
3,0,"At. Madrid B","Elche","2ª",1998,27
3,1,"Sevilla","Extremadura","2ª",1998,27
2,1,"Logroñés","Badajoz","2ª",1998,27
3,1,"Albacete","Toledo","2ª",1998,28
0,0,"Éibar","Villarreal","2ª",1998,28
2,0,"Las Palmas","Rayo Vallecano","2ª",1998,28
2,1,"Lleida","Hércules","2ª",1998,28
2,0,"Ourense","Osasuna","2ª",1998,28
0,0,"Jaén","Levante","2ª",1998,28
0,1,"Xerez","Alavés","2ª",1998,28
1,1,"Elche","Leganés","2ª",1998,28
2,1,"Extremadura","At. Madrid B","2ª",1998,28
2,0,"Badajoz","Sevilla","2ª",1998,28
2,0,"Logroñés","Numancia","2ª",1998,28
1,1,"Numancia","Albacete","2ª",1998,29
2,0,"Toledo","Éibar","2ª",1998,29
0,0,"Villarreal","Las Palmas","2ª",1998,29
2,0,"Rayo Vallecano","Lleida","2ª",1998,29
2,1,"Hércules","Ourense","2ª",1998,29
2,0,"Osasuna","Jaén","2ª",1998,29
0,1,"Levante","Xerez","2ª",1998,29
0,0,"Alavés","Elche","2ª",1998,29
3,2,"Leganés","Extremadura","2ª",1998,29
1,2,"At. Madrid B","Badajoz","2ª",1998,29
1,1,"Sevilla","Logroñés","2ª",1998,29
2,0,"Éibar","Albacete","2ª",1998,30
1,2,"Las Palmas","Toledo","2ª",1998,30
0,2,"Lleida","Villarreal","2ª",1998,30
2,0,"Ourense","Rayo Vallecano","2ª",1998,30
0,0,"Jaén","Hércules","2ª",1998,30
0,2,"Xerez","Osasuna","2ª",1998,30
1,0,"Elche","Levante","2ª",1998,30
2,1,"Extremadura","Alavés","2ª",1998,30
1,1,"Badajoz","Leganés","2ª",1998,30
1,0,"Logroñés","At. Madrid B","2ª",1998,30
1,0,"Sevilla","Numancia","2ª",1998,30
0,0,"Numancia","Éibar","2ª",1998,31
0,2,"Albacete","Las Palmas","2ª",1998,31
1,0,"Toledo","Lleida","2ª",1998,31
2,0,"Villarreal","Ourense","2ª",1998,31
0,1,"Rayo Vallecano","Jaén","2ª",1998,31
0,0,"Hércules","Xerez","2ª",1998,31
0,0,"Osasuna","Elche","2ª",1998,31
0,1,"Levante","Extremadura","2ª",1998,31
1,0,"Alavés","Badajoz","2ª",1998,31
1,1,"Leganés","Logroñés","2ª",1998,31
0,1,"At. Madrid B","Sevilla","2ª",1998,31
4,1,"Las Palmas","Éibar","2ª",1998,32
2,0,"Lleida","Albacete","2ª",1998,32
0,0,"Ourense","Toledo","2ª",1998,32
1,2,"Jaén","Villarreal","2ª",1998,32
1,0,"Xerez","Rayo Vallecano","2ª",1998,32
1,1,"Elche","Hércules","2ª",1998,32
1,1,"Extremadura","Osasuna","2ª",1998,32
2,0,"Badajoz","Levante","2ª",1998,32
1,1,"Logroñés","Alavés","2ª",1998,32
3,2,"Sevilla","Leganés","2ª",1998,32
4,2,"At. Madrid B","Numancia","2ª",1998,32
0,0,"Numancia","Las Palmas","2ª",1998,33
1,0,"Éibar","Lleida","2ª",1998,33
1,0,"Albacete","Ourense","2ª",1998,33
0,0,"Toledo","Jaén","2ª",1998,33
3,0,"Villarreal","Xerez","2ª",1998,33
1,2,"Rayo Vallecano","Elche","2ª",1998,33
0,1,"Hércules","Extremadura","2ª",1998,33
1,2,"Osasuna","Badajoz","2ª",1998,33
1,2,"Levante","Logroñés","2ª",1998,33
1,0,"Alavés","Sevilla","2ª",1998,33
2,1,"Leganés","At. Madrid B","2ª",1998,33
5,2,"Lleida","Las Palmas","2ª",1998,34
1,0,"Ourense","Éibar","2ª",1998,34
1,0,"Jaén","Albacete","2ª",1998,34
0,2,"Xerez","Toledo","2ª",1998,34
2,2,"Elche","Villarreal","2ª",1998,34
3,1,"Extremadura","Rayo Vallecano","2ª",1998,34
2,0,"Badajoz","Hércules","2ª",1998,34
0,0,"Logroñés","Osasuna","2ª",1998,34
0,4,"Sevilla","Levante","2ª",1998,34
0,1,"At. Madrid B","Alavés","2ª",1998,34
0,1,"Leganés","Numancia","2ª",1998,34
1,0,"Numancia","Lleida","2ª",1998,35
2,0,"Las Palmas","Ourense","2ª",1998,35
0,0,"Éibar","Jaén","2ª",1998,35
1,0,"Albacete","Xerez","2ª",1998,35
2,0,"Toledo","Elche","2ª",1998,35
0,2,"Villarreal","Extremadura","2ª",1998,35
4,3,"Rayo Vallecano","Badajoz","2ª",1998,35
1,2,"Hércules","Logroñés","2ª",1998,35
3,0,"Osasuna","Sevilla","2ª",1998,35
2,1,"Levante","At. Madrid B","2ª",1998,35
3,0,"Alavés","Leganés","2ª",1998,35
0,0,"Ourense","Lleida","2ª",1998,36
1,4,"Jaén","Las Palmas","2ª",1998,36
1,0,"Xerez","Éibar","2ª",1998,36
3,0,"Elche","Albacete","2ª",1998,36
0,1,"Extremadura","Toledo","2ª",1998,36
0,0,"Badajoz","Villarreal","2ª",1998,36
3,1,"Logroñés","Rayo Vallecano","2ª",1998,36
1,0,"Sevilla","Hércules","2ª",1998,36
5,0,"At. Madrid B","Osasuna","2ª",1998,36
4,4,"Leganés","Levante","2ª",1998,36
3,0,"Alavés","Numancia","2ª",1998,36
4,0,"Numancia","Ourense","2ª",1998,37
1,1,"Lleida","Jaén","2ª",1998,37
2,0,"Las Palmas","Xerez","2ª",1998,37
1,0,"Éibar","Elche","2ª",1998,37
0,2,"Albacete","Extremadura","2ª",1998,37
1,2,"Toledo","Badajoz","2ª",1998,37
2,1,"Villarreal","Logroñés","2ª",1998,37
1,3,"Rayo Vallecano","Sevilla","2ª",1998,37
2,1,"Hércules","At. Madrid B","2ª",1998,37
2,1,"Osasuna","Leganés","2ª",1998,37
0,1,"Levante","Alavés","2ª",1998,37
1,1,"Jaén","Ourense","2ª",1998,38
1,3,"Xerez","Lleida","2ª",1998,38
0,1,"Elche","Las Palmas","2ª",1998,38
1,0,"Extremadura","Éibar","2ª",1998,38
0,0,"Badajoz","Albacete","2ª",1998,38
1,2,"Logroñés","Toledo","2ª",1998,38
0,0,"Sevilla","Villarreal","2ª",1998,38
1,1,"At. Madrid B","Rayo Vallecano","2ª",1998,38
2,1,"Leganés","Hércules","2ª",1998,38
1,0,"Alavés","Osasuna","2ª",1998,38
1,1,"Levante","Numancia","2ª",1998,38
2,2,"Numancia","Jaén","2ª",1998,39
1,2,"Ourense","Xerez","2ª",1998,39
2,0,"Lleida","Elche","2ª",1998,39
2,1,"Las Palmas","Extremadura","2ª",1998,39
3,1,"Éibar","Badajoz","2ª",1998,39
1,2,"Albacete","Logroñés","2ª",1998,39
1,0,"Toledo","Sevilla","2ª",1998,39
1,1,"Villarreal","At. Madrid B","2ª",1998,39
1,0,"Rayo Vallecano","Leganés","2ª",1998,39
1,1,"Hércules","Alavés","2ª",1998,39
0,1,"Osasuna","Levante","2ª",1998,39
0,3,"Xerez","Jaén","2ª",1998,40
2,2,"Elche","Ourense","2ª",1998,40
3,0,"Extremadura","Lleida","2ª",1998,40
1,0,"Badajoz","Las Palmas","2ª",1998,40
1,1,"Logroñés","Éibar","2ª",1998,40
2,0,"Sevilla","Albacete","2ª",1998,40
2,1,"At. Madrid B","Toledo","2ª",1998,40
0,2,"Leganés","Villarreal","2ª",1998,40
3,0,"Alavés","Rayo Vallecano","2ª",1998,40
0,0,"Levante","Hércules","2ª",1998,40
0,1,"Osasuna","Numancia","2ª",1998,40
2,2,"Xerez","Numancia","2ª",1998,41
2,1,"Jaén","Elche","2ª",1998,41
0,1,"Ourense","Extremadura","2ª",1998,41
2,0,"Lleida","Badajoz","2ª",1998,41
0,4,"Las Palmas","Logroñés","2ª",1998,41
1,1,"Éibar","Sevilla","2ª",1998,41
1,1,"Albacete","At. Madrid B","2ª",1998,41
3,2,"Toledo","Leganés","2ª",1998,41
2,1,"Villarreal","Alavés","2ª",1998,41
3,0,"Rayo Vallecano","Levante","2ª",1998,41
0,0,"Hércules","Osasuna","2ª",1998,41
1,0,"Elche","Xerez","2ª",1998,42
2,2,"Extremadura","Jaén","2ª",1998,42
2,0,"Badajoz","Ourense","2ª",1998,42
0,1,"Logroñés","Lleida","2ª",1998,42
1,1,"Sevilla","Las Palmas","2ª",1998,42
2,0,"At. Madrid B","Éibar","2ª",1998,42
0,2,"Leganés","Albacete","2ª",1998,42
3,0,"Alavés","Toledo","2ª",1998,42
1,2,"Levante","Villarreal","2ª",1998,42
1,3,"Osasuna","Rayo Vallecano","2ª",1998,42
0,0,"Numancia","Hércules","2ª",1998,42
3,3,"Real Sociedad","Oviedo","1ª",1999,1
2,1,"Espanyol","Tenerife","1ª",1999,1
0,0,"Salamanca","Mallorca","1ª",1999,1
1,0,"Valencia","At. Madrid","1ª",1999,1
0,0,"Celta","Dptivo. Coruña","1ª",1999,1
4,1,"Real Madrid","Villarreal","1ª",1999,1
0,0,"Extremadura","Valladolid","1ª",1999,1
0,0,"Rac. Santander","Barcelona","1ª",1999,1
2,0,"Zaragoza","Ath. Bilbao","1ª",1999,1
0,0,"Alavés","Betis","1ª",1999,1
1,0,"Oviedo","Alavés","1ª",1999,2
2,2,"Tenerife","Real Sociedad","1ª",1999,2
2,0,"Mallorca","Espanyol","1ª",1999,2
2,0,"At. Madrid","Salamanca","1ª",1999,2
1,0,"Dptivo. Coruña","Valencia","1ª",1999,2
1,1,"Villarreal","Celta","1ª",1999,2
0,1,"Valladolid","Real Madrid","1ª",1999,2
1,0,"Barcelona","Extremadura","1ª",1999,2
2,0,"Ath. Bilbao","Rac. Santander","1ª",1999,2
1,3,"Betis","Zaragoza","1ª",1999,2
0,1,"Oviedo","Tenerife","1ª",1999,3
0,1,"Real Sociedad","Mallorca","1ª",1999,3
1,1,"Espanyol","At. Madrid","1ª",1999,3
3,1,"Salamanca","Dptivo. Coruña","1ª",1999,3
1,0,"Valencia","Villarreal","1ª",1999,3
0,0,"Celta","Valladolid","1ª",1999,3
2,2,"Real Madrid","Barcelona","1ª",1999,3
0,1,"Extremadura","Ath. Bilbao","1ª",1999,3
1,0,"Rac. Santander","Betis","1ª",1999,3
1,0,"Alavés","Zaragoza","1ª",1999,3
1,2,"Tenerife","Alavés","1ª",1999,4
0,0,"Mallorca","Oviedo","1ª",1999,4
4,1,"At. Madrid","Real Sociedad","1ª",1999,4
1,0,"Dptivo. Coruña","Espanyol","1ª",1999,4
5,0,"Villarreal","Salamanca","1ª",1999,4
3,1,"Valladolid","Valencia","1ª",1999,4
2,2,"Barcelona","Celta","1ª",1999,4
2,3,"Ath. Bilbao","Real Madrid","1ª",1999,4
1,1,"Betis","Extremadura","1ª",1999,4
3,1,"Zaragoza","Rac. Santander","1ª",1999,4
1,1,"Tenerife","Mallorca","1ª",1999,5
3,1,"Oviedo","At. Madrid","1ª",1999,5
2,0,"Real Sociedad","Dptivo. Coruña","1ª",1999,5
1,1,"Espanyol","Villarreal","1ª",1999,5
1,0,"Salamanca","Valladolid","1ª",1999,5
1,3,"Valencia","Barcelona","1ª",1999,5
2,0,"Las Palmas","Leganés","2ª",1997,2
0,1,"Écija","Almería","2ª",1997,2
0,1,"Osasuna","Toledo","2ª",1997,2
0,0,"Barcelona B","Lleida","2ª",1997,2
0,1,"Salamanca","Éibar","2ª",1997,2
2,0,"Villarreal","Levante","2ª",1997,2
1,2,"At. Madrid B","Alavés","2ª",1997,2
3,1,"Badajoz","Mallorca","2ª",1997,2
2,0,"Albacete","Ourense","2ª",1997,3
2,0,"Mérida","Las Palmas","2ª",1997,3
4,1,"Leganés","Écija","2ª",1997,3
0,3,"Almería","Osasuna","2ª",1997,3
2,2,"Toledo","Barcelona B","2ª",1997,3
3,1,"Lleida","Salamanca","2ª",1997,3
2,0,"Éibar","Villarreal","2ª",1997,3
3,2,"Levante","At. Madrid B","2ª",1997,3
1,0,"Alavés","Badajoz","2ª",1997,3
0,1,"Real Madrid B","Mallorca","2ª",1997,3
1,2,"Ourense","Real Madrid B","2ª",1997,4
3,1,"Las Palmas","Albacete","2ª",1997,4
0,2,"Écija","Mérida","2ª",1997,4
0,0,"Osasuna","Leganés","2ª",1997,4
3,2,"Barcelona B","Almería","2ª",1997,4
3,1,"Salamanca","Toledo","2ª",1997,4
2,1,"Villarreal","Lleida","2ª",1997,4
0,1,"At. Madrid B","Éibar","2ª",1997,4
1,1,"Badajoz","Levante","2ª",1997,4
3,1,"Mallorca","Alavés","2ª",1997,4
2,0,"Ourense","Las Palmas","2ª",1997,5
2,0,"Albacete","Écija","2ª",1997,5
2,1,"Mérida","Osasuna","2ª",1997,5
2,2,"Leganés","Barcelona B","2ª",1997,5
2,2,"Almería","Salamanca","2ª",1997,5
1,2,"Toledo","Villarreal","2ª",1997,5
5,1,"Lleida","At. Madrid B","2ª",1997,5
0,0,"Éibar","Badajoz","2ª",1997,5
1,2,"Levante","Mallorca","2ª",1997,5
1,0,"Real Madrid B","Alavés","2ª",1997,5
3,4,"Las Palmas","Real Madrid B","2ª",1997,6
1,1,"Écija","Ourense","2ª",1997,6
1,1,"Osasuna","Albacete","2ª",1997,6
0,1,"Barcelona B","Mérida","2ª",1997,6
0,1,"Salamanca","Leganés","2ª",1997,6
2,0,"Villarreal","Almería","2ª",1997,6
3,2,"At. Madrid B","Toledo","2ª",1997,6
0,0,"Badajoz","Lleida","2ª",1997,6
1,1,"Mallorca","Éibar","2ª",1997,6
0,2,"Alavés","Levante","2ª",1997,6
2,1,"Las Palmas","Écija","2ª",1997,7
1,0,"Ourense","Osasuna","2ª",1997,7
0,1,"Albacete","Barcelona B","2ª",1997,7
1,0,"Mérida","Salamanca","2ª",1997,7
1,1,"Leganés","Villarreal","2ª",1997,7
1,1,"Almería","At. Madrid B","2ª",1997,7
0,1,"Toledo","Badajoz","2ª",1997,7
1,1,"Lleida","Mallorca","2ª",1997,7
1,0,"Éibar","Alavés","2ª",1997,7
0,1,"Real Madrid B","Levante","2ª",1997,7
0,2,"Écija","Real Madrid B","2ª",1997,8
1,1,"Osasuna","Las Palmas","2ª",1997,8
1,1,"Barcelona B","Ourense","2ª",1997,8
1,2,"Salamanca","Albacete","2ª",1997,8
0,1,"Villarreal","Mérida","2ª",1997,8
1,2,"At. Madrid B","Leganés","2ª",1997,8
0,0,"Badajoz","Almería","2ª",1997,8
4,0,"Mallorca","Toledo","2ª",1997,8
3,1,"Alavés","Lleida","2ª",1997,8
0,1,"Levante","Éibar","2ª",1997,8
2,0,"Écija","Osasuna","2ª",1997,9
2,1,"Las Palmas","Barcelona B","2ª",1997,9
1,3,"Ourense","Salamanca","2ª",1997,9
2,0,"Albacete","Villarreal","2ª",1997,9
3,2,"Mérida","At. Madrid B","2ª",1997,9
0,0,"Leganés","Badajoz","2ª",1997,9
2,1,"Almería","Mallorca","2ª",1997,9
1,1,"Toledo","Alavés","2ª",1997,9
2,1,"Lleida","Levante","2ª",1997,9
3,3,"Real Madrid B","Éibar","2ª",1997,9
2,0,"Osasuna","Real Madrid B","2ª",1997,10
2,1,"Barcelona B","Écija","2ª",1997,10
4,2,"Salamanca","Las Palmas","2ª",1997,10
2,1,"Villarreal","Ourense","2ª",1997,10
1,3,"At. Madrid B","Albacete","2ª",1997,10
0,1,"Badajoz","Mérida","2ª",1997,10
3,0,"Mallorca","Leganés","2ª",1997,10
1,1,"Alavés","Almería","2ª",1997,10
5,1,"Levante","Toledo","2ª",1997,10
2,0,"Éibar","Lleida","2ª",1997,10
1,0,"Osasuna","Barcelona B","2ª",1997,11
0,0,"Écija","Salamanca","2ª",1997,11
0,0,"Las Palmas","Villarreal","2ª",1997,11
1,1,"Ourense","At. Madrid B","2ª",1997,11
0,0,"Albacete","Badajoz","2ª",1997,11
2,1,"Mérida","Mallorca","2ª",1997,11
0,0,"Leganés","Alavés","2ª",1997,11
0,2,"Almería","Levante","2ª",1997,11
0,0,"Toledo","Éibar","2ª",1997,11
2,2,"Real Madrid B","Lleida","2ª",1997,11
1,2,"Barcelona B","Real Madrid B","2ª",1997,12
5,0,"Salamanca","Osasuna","2ª",1997,12
3,0,"Villarreal","Écija","2ª",1997,12
1,2,"At. Madrid B","Las Palmas","2ª",1997,12
0,0,"Badajoz","Ourense","2ª",1997,12
1,1,"Mallorca","Albacete","2ª",1997,12
0,0,"Alavés","Mérida","2ª",1997,12
3,3,"Levante","Leganés","2ª",1997,12
1,1,"Éibar","Almería","2ª",1997,12
1,1,"Lleida","Toledo","2ª",1997,12
1,3,"Barcelona B","Salamanca","2ª",1997,13
4,1,"Osasuna","Villarreal","2ª",1997,13
0,1,"Écija","At. Madrid B","2ª",1997,13
2,2,"Las Palmas","Badajoz","2ª",1997,13
0,0,"Ourense","Mallorca","2ª",1997,13
1,1,"Albacete","Alavés","2ª",1997,13
1,1,"Mérida","Levante","2ª",1997,13
1,2,"Leganés","Éibar","2ª",1997,13
2,0,"Almería","Lleida","2ª",1997,13
0,1,"Real Madrid B","Toledo","2ª",1997,13
3,0,"Salamanca","Real Madrid B","2ª",1997,14
0,2,"Villarreal","Barcelona B","2ª",1997,14
3,3,"At. Madrid B","Osasuna","2ª",1997,14
1,0,"Badajoz","Écija","2ª",1997,14
3,0,"Mallorca","Las Palmas","2ª",1997,14
0,0,"Alavés","Ourense","2ª",1997,14
0,0,"Levante","Albacete","2ª",1997,14
2,2,"Éibar","Mérida","2ª",1997,14
4,0,"Lleida","Leganés","2ª",1997,14
1,1,"Toledo","Almería","2ª",1997,14
2,1,"Salamanca","Villarreal","2ª",1997,15
2,2,"Barcelona B","At. Madrid B","2ª",1997,15
0,1,"Osasuna","Badajoz","2ª",1997,15
0,2,"Écija","Mallorca","2ª",1997,15
1,1,"Las Palmas","Alavés","2ª",1997,15
1,3,"Ourense","Levante","2ª",1997,15
1,0,"Albacete","Éibar","2ª",1997,15
0,2,"Mérida","Lleida","2ª",1997,15
0,0,"Leganés","Toledo","2ª",1997,15
2,1,"Real Madrid B","Almería","2ª",1997,15
1,1,"Villarreal","Real Madrid B","2ª",1997,16
1,1,"At. Madrid B","Salamanca","2ª",1997,16
2,0,"Badajoz","Barcelona B","2ª",1997,16
0,0,"Mallorca","Osasuna","2ª",1997,16
4,0,"Alavés","Écija","2ª",1997,16
2,1,"Levante","Las Palmas","2ª",1997,16
2,0,"Éibar","Ourense","2ª",1997,16
0,3,"Lleida","Albacete","2ª",1997,16
1,0,"Toledo","Mérida","2ª",1997,16
3,2,"Almería","Leganés","2ª",1997,16
1,3,"Villarreal","At. Madrid B","2ª",1997,17
0,1,"Salamanca","Badajoz","2ª",1997,17
1,2,"Barcelona B","Mallorca","2ª",1997,17
1,1,"Osasuna","Alavés","2ª",1997,17
0,0,"Écija","Levante","2ª",1997,17
2,0,"Las Palmas","Éibar","2ª",1997,17
1,0,"Ourense","Lleida","2ª",1997,17
2,1,"Albacete","Toledo","2ª",1997,17
3,3,"Mérida","Almería","2ª",1997,17
0,3,"Real Madrid B","Leganés","2ª",1997,17
0,3,"Real Madrid B","At. Madrid B","2ª",1997,18
0,0,"Badajoz","Villarreal","2ª",1997,18
2,1,"Mallorca","Salamanca","2ª",1997,18
0,1,"Alavés","Barcelona B","2ª",1997,18
2,1,"Levante","Osasuna","2ª",1997,18
3,0,"Éibar","Écija","2ª",1997,18
2,0,"Lleida","Las Palmas","2ª",1997,18
2,0,"Toledo","Ourense","2ª",1997,18
1,1,"Almería","Albacete","2ª",1997,18
1,1,"Leganés","Mérida","2ª",1997,18
1,1,"At. Madrid B","Badajoz","2ª",1997,19
0,1,"Villarreal","Mallorca","2ª",1997,19
2,1,"Salamanca","Alavés","2ª",1997,19
2,1,"Barcelona B","Levante","2ª",1997,19
0,0,"Osasuna","Éibar","2ª",1997,19
3,1,"Écija","Lleida","2ª",1997,19
1,2,"Las Palmas","Toledo","2ª",1997,19
1,0,"Ourense","Almería","2ª",1997,19
0,1,"Albacete","Leganés","2ª",1997,19
1,0,"Mérida","Real Madrid B","2ª",1997,19
1,0,"Albacete","Mérida","2ª",1997,20
1,1,"Ourense","Leganés","2ª",1997,20
1,1,"Las Palmas","Almería","2ª",1997,20
1,1,"Écija","Toledo","2ª",1997,20
3,0,"Osasuna","Lleida","2ª",1997,20
3,3,"Barcelona B","Éibar","2ª",1997,20
1,1,"Salamanca","Levante","2ª",1997,20
2,4,"Villarreal","Alavés","2ª",1997,20
4,1,"At. Madrid B","Mallorca","2ª",1997,20
1,1,"Badajoz","Real Madrid B","2ª",1997,20
0,3,"Real Madrid B","Albacete","2ª",1997,21
0,0,"Mérida","Ourense","2ª",1997,21
1,0,"Leganés","Las Palmas","2ª",1997,21
0,1,"Almería","Écija","2ª",1997,21
1,0,"Toledo","Osasuna","2ª",1997,21
0,0,"Lleida","Barcelona B","2ª",1997,21
0,0,"Éibar","Salamanca","2ª",1997,21
2,1,"Levante","Villarreal","2ª",1997,21
0,1,"Alavés","At. Madrid B","2ª",1997,21
0,2,"Mallorca","Badajoz","2ª",1997,21
2,0,"Ourense","Albacete","2ª",1997,22
1,2,"Las Palmas","Mérida","2ª",1997,22
2,1,"Écija","Leganés","2ª",1997,22
2,1,"Osasuna","Almería","2ª",1997,22
1,1,"Barcelona B","Toledo","2ª",1997,22
3,0,"Salamanca","Lleida","2ª",1997,22
1,0,"Villarreal","Éibar","2ª",1997,22
2,1,"At. Madrid B","Levante","2ª",1997,22
2,0,"Badajoz","Alavés","2ª",1997,22
4,0,"Mallorca","Real Madrid B","2ª",1997,22
0,2,"Real Madrid B","Ourense","2ª",1997,23
1,1,"Albacete","Las Palmas","2ª",1997,23
1,1,"Mérida","Écija","2ª",1997,23
2,0,"Leganés","Osasuna","2ª",1997,23
2,2,"Almería","Barcelona B","2ª",1997,23
0,2,"Toledo","Salamanca","2ª",1997,23
1,2,"Lleida","Villarreal","2ª",1997,23
1,1,"Éibar","At. Madrid B","2ª",1997,23
2,2,"Levante","Badajoz","2ª",1997,23
2,3,"Alavés","Mallorca","2ª",1997,23
2,0,"Las Palmas","Ourense","2ª",1997,24
0,2,"Écija","Albacete","2ª",1997,24
0,1,"Osasuna","Mérida","2ª",1997,24
0,1,"Barcelona B","Leganés","2ª",1997,24
3,0,"Salamanca","Almería","2ª",1997,24
3,1,"Villarreal","Toledo","2ª",1997,24
1,0,"At. Madrid B","Lleida","2ª",1997,24
0,0,"Badajoz","Éibar","2ª",1997,24
1,0,"Mallorca","Levante","2ª",1997,24
5,3,"Alavés","Real Madrid B","2ª",1997,24
0,2,"Real Madrid B","Las Palmas","2ª",1997,25
1,3,"Ourense","Écija","2ª",1997,25
2,1,"Albacete","Osasuna","2ª",1997,25
5,1,"Mérida","Barcelona B","2ª",1997,25
1,1,"Leganés","Salamanca","2ª",1997,25
0,0,"Almería","Villarreal","2ª",1997,25
2,0,"Toledo","At. Madrid B","2ª",1997,25
3,0,"Lleida","Badajoz","2ª",1997,25
1,2,"Éibar","Mallorca","2ª",1997,25
0,1,"Levante","Alavés","2ª",1997,25
0,0,"Écija","Las Palmas","2ª",1997,26
1,1,"Osasuna","Ourense","2ª",1997,26
1,4,"Barcelona B","Albacete","2ª",1997,26
1,0,"Salamanca","Mérida","2ª",1997,26
0,0,"Villarreal","Leganés","2ª",1997,26
0,0,"At. Madrid B","Almería","2ª",1997,26
2,1,"Badajoz","Toledo","2ª",1997,26
0,0,"Mallorca","Lleida","2ª",1997,26
1,3,"Alavés","Éibar","2ª",1997,26
5,1,"Levante","Real Madrid B","2ª",1997,26
2,1,"Real Madrid B","Écija","2ª",1997,27
3,1,"Las Palmas","Osasuna","2ª",1997,27
2,1,"Ourense","Barcelona B","2ª",1997,27
1,2,"Albacete","Salamanca","2ª",1997,27
4,0,"Mérida","Villarreal","2ª",1997,27
0,1,"Leganés","At. Madrid B","2ª",1997,27
1,0,"Almería","Badajoz","2ª",1997,27
0,0,"Toledo","Mallorca","2ª",1997,27
0,0,"Lleida","Alavés","2ª",1997,27
2,0,"Éibar","Levante","2ª",1997,27
3,0,"Osasuna","Écija","2ª",1997,28
1,2,"Barcelona B","Las Palmas","2ª",1997,28
1,1,"Salamanca","Ourense","2ª",1997,28
1,0,"Villarreal","Albacete","2ª",1997,28
3,1,"At. Madrid B","Mérida","2ª",1997,28
1,0,"Badajoz","Leganés","2ª",1997,28
3,2,"Mallorca","Almería","2ª",1997,28
1,0,"Alavés","Toledo","2ª",1997,28
0,0,"Levante","Lleida","2ª",1997,28
1,1,"Éibar","Real Madrid B","2ª",1997,28
2,0,"Real Madrid B","Osasuna","2ª",1997,29
1,1,"Écija","Barcelona B","2ª",1997,29
1,1,"Las Palmas","Salamanca","2ª",1997,29
4,0,"Ourense","Villarreal","2ª",1997,29
1,0,"Albacete","At. Madrid B","2ª",1997,29
2,0,"Mérida","Badajoz","2ª",1997,29
0,1,"Leganés","Mallorca","2ª",1997,29
1,0,"Almería","Alavés","2ª",1997,29
1,0,"Toledo","Levante","2ª",1997,29
2,1,"Lleida","Éibar","2ª",1997,29
0,0,"Barcelona B","Osasuna","2ª",1997,30
4,0,"Salamanca","Écija","2ª",1997,30
1,0,"Villarreal","Las Palmas","2ª",1997,30
0,1,"At. Madrid B","Ourense","2ª",1997,30
0,0,"Badajoz","Albacete","2ª",1997,30
1,1,"Mallorca","Mérida","2ª",1997,30
2,0,"Alavés","Leganés","2ª",1997,30
2,2,"Levante","Almería","2ª",1997,30
1,0,"Éibar","Toledo","2ª",1997,30
4,0,"Lleida","Real Madrid B","2ª",1997,30
1,0,"Real Madrid B","Barcelona B","2ª",1997,31
0,3,"Osasuna","Salamanca","2ª",1997,31
2,1,"Écija","Villarreal","2ª",1997,31
6,0,"Las Palmas","At. Madrid B","2ª",1997,31
0,1,"Ourense","Badajoz","2ª",1997,31
3,2,"Albacete","Mallorca","2ª",1997,31
3,2,"Mérida","Alavés","2ª",1997,31
1,1,"Leganés","Levante","2ª",1997,31
0,1,"Almería","Éibar","2ª",1997,31
3,2,"Toledo","Lleida","2ª",1997,31
3,0,"Salamanca","Barcelona B","2ª",1997,32
1,0,"Villarreal","Osasuna","2ª",1997,32
1,1,"At. Madrid B","Écija","2ª",1997,32
2,0,"Badajoz","Las Palmas","2ª",1997,32
1,1,"Mallorca","Ourense","2ª",1997,32
0,2,"Alavés","Albacete","2ª",1997,32
1,0,"Levante","Mérida","2ª",1997,32
0,0,"Éibar","Leganés","2ª",1997,32
0,1,"Lleida","Almería","2ª",1997,32
2,1,"Toledo","Real Madrid B","2ª",1997,32
0,0,"Real Madrid B","Salamanca","2ª",1997,33
2,2,"Barcelona B","Villarreal","2ª",1997,33
0,3,"Osasuna","At. Madrid B","2ª",1997,33
1,2,"Écija","Badajoz","2ª",1997,33
2,2,"Las Palmas","Mallorca","2ª",1997,33
0,1,"Ourense","Alavés","2ª",1997,33
1,0,"Albacete","Levante","2ª",1997,33
2,1,"Mérida","Éibar","2ª",1997,33
3,2,"Leganés","Lleida","2ª",1997,33
2,0,"Almería","Toledo","2ª",1997,33
2,2,"Villarreal","Salamanca","2ª",1997,34
2,2,"At. Madrid B","Barcelona B","2ª",1997,34
0,1,"Badajoz","Osasuna","2ª",1997,34
2,1,"Mallorca","Écija","2ª",1997,34
1,1,"Alavés","Las Palmas","2ª",1997,34
2,1,"Levante","Ourense","2ª",1997,34
1,0,"Éibar","Albacete","2ª",1997,34
